고객번호,계기번호,날짜,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00,합계(kWh)
342464719,67190110861,2025.02.26,,,,0.22,,,,0.18,,,,0.17,,,,0.12,,,,0.17,,,,0.37,,,,0.74,,,,0.9,,,,0.85,,,,0.68,,,,0.57,,,,0.54,,,,0.44,,,,0.48,,,,0.58,,,,0.56,,,,0.79,,,,1.21,,,,1.55,,,,1.43,,,,1.39,,,,1.0,,,,0.76,,,,0.36,16.06
342464719,67190110861,2025.02.27,,,,0.21,,,,0.16,,,,0.16,,,,0.13,,,,0.16,,,,0.35,,,,0.96,,,,1.23,,,,1.06,,,,0.64,,,,0.53,,,,0.48,,,,0.55,,,,0.4,,,,0.52,,,,0.54,,,,0.75,,,,1.1,,,,1.5,,,,1.25,,,,1.19,,,,0.94,,,,0.61,,,,0.35,15.77
342464719,67190110861,2025.02.28,,,,0.23,,,,0.17,,,,0.14,,,,0.14,,,,0.19,,,,0.37,,,,0.86,,,,0.98,,,,1.05,,,,0.64,,,,0.62,,,,0.58,,,,0.45,,,,0.42,,,,0.55,,,,0.52,,,,0.62,,,,1.2,,,,1.4,,,,1.48,,,,1.35,,,,1.06,,,,0.6,,,,0.36,15.98
342464719,67190110861,2025.03.01,,,,0.18,,,,0.14,,,,0.11,,,,0.1,,,,0.12,,,,0.27,,,,0.72,,,,0.74,,,,0.69,,,,0.5,,,,0.5,,,,0.39,,,,0.35,,,,0.38,,,,0.47,,,,0.47,,,,0.6,,,,0.86,,,,1.21,,,,0.94,,,,1.09,,,,0.85,,,,0.6,,,,0.3,12.58
342464719,67190110861,2025.03.02,,,,0.15,,,,0.15,,,,0.13,,,,0.12,,,,0.13,,,,0.28,,,,0.75,,,,0.83,,,,0.9,,,,0.52,,,,0.49,,,,0.46,,,,0.45,,,,0.39,,,,0.47,,,,0.42,,,,0.65,,,,0.83,,,,1.2,,,,1.06,,,,0.96,,,,0.99,,,,0.47,,,,0.33,13.13
342464719,67190110861,2025.03.03,,,,0.2,,,,0.12,,,,0.13,,,,0.1,,,,0.12,,,,0.31,,,,0.82,,,,0.76,,,,0.88,,,,0.49,,,,0.54,,,,0.36,,,,0.44,,,,0.42,,,,0.46,,,,0.52,,,,0.66,,,,0.8,,,,1.26,,,,1.13,,,,0.98,,,,0.84,,,,0.53,,,,0.32,13.19
342464719,67190110861,2025.03.04,,,,0.2,,,,0.12,,,,0.13,,,,0.11,,,,0.14,,,,0.31,,,,0.65,,,,0.85,,,,0.76,,,,0.48,,,,0.51,,,,0.44,,,,0.35,,,,0.34,,,,0.39,,,,0.37,,,,0.61,,,,0.82,,,,1.24,,,,0.9,,,,0.94,,,,0.87,,,,0.52,,,,0.36,12.41
342464719,67190110861,2025.03.05,,,,0.18,,,,0.13,,,,0.1,,,,0.12,,,,0.14,,,,0.31,,,,0.66,,,,0.96,,,,0.74,,,,0.54,,,,0.49,,,,0.39,,,,0.44,,,,0.36,,,,0.48,,,,0.4,,,,0.65,,,,0.8,,,,1.29,,,,1.1,,,,1.0,,,,0.75,,,,0.54,,,,0.27,12.84
342464719,67190110861,2025.03.06,,,,0.16,,,,0.13,,,,0.13,,,,0.09,,,,0.12,,,,0.28,,,,0.64,,,,0.74,,,,0.77,,,,0.55,,,,0.49,,,,0.42,,,,0.36,,,,0.43,,,,0.36,,,,0.46,,,,0.53,,,,0.86,,,,1.16,,,,1.18,,,,0.88,,,,0.8,,,,0.46,,,,0.34,12.34
342464719,67190110861,2025.03.07,,,,0.18,,,,0.14,,,,0.12,,,,0.11,,,,0.14,,,,0.28,,,,0.69,,,,0.9,,,,0.67,,,,0.53,,,,0.45,,,,0.36,,,,0.44,,,,0.38,,,,0.37,,,,0.48,,,,0.66,,,,1.01,,,,1.32,,,,1.23,,,,0.86,,,,0.75,,,,0.6,,,,0.29,12.96
342464719,67190110861,2025.03.08,,,,0.17,,,,0.14,,,,0.11,,,,0.12,,,,0.15,,,,0.28,,,,0.75,,,,0.85,,,,0.72,,,,0.51,,,,0.48,,,,0.44,,,,0.43,,,,0.41,,,,0.38,,,,0.5,,,,0.64,,,,0.8,,,,1.08,,,,1.23,,,,1.14,,,,0.9,,,,0.58,,,,0.3,13.11
342464719,67190110861,2025.03.09,,,,0.18,,,,0.15,,,,0.11,,,,0.12,,,,0.14,,,,0.31,,,,0.74,,,,0.82,,,,0.74,,,,0.49,,,,0.41,,,,0.38,,,,0.48,,,,0.35,,,,0.4,,,,0.49,,,,0.62,,,,0.84,,,,1.36,,,,1.22,,,,0.94,,,,0.78,,,,0.66,,,,0.34,13.07
342464719,67190110861,2025.03.10,,,,0.2,,,,0.12,,,,0.12,,,,0.11,,,,0.13,,,,0.3,,,,0.78,,,,0.83,,,,0.88,,,,0.57,,,,0.43,,,,0.5,,,,0.39,,,,0.43,,,,0.38,,,,0.42,,,,0.65,,,,0.95,,,,1.41,,,,1.08,,,,0.96,,,,0.86,,,,0.51,,,,0.32,13.33
342464719,67190110861,2025.03.11,,,,0.18,,,,0.14,,,,0.14,,,,0.12,,,,0.13,,,,0.31,,,,0.69,,,,0.84,,,,0.76,,,,0.57,,,,0.47,,,,0.47,,,,0.44,,,,0.43,,,,0.43,,,,0.44,,,,0.53,,,,0.86,,,,1.02,,,,1.16,,,,1.02,,,,0.79,,,,0.59,,,,0.35,12.88
342464719,67190110861,2025.03.12,,,,0.16,,,,0.13,,,,0.11,,,,0.11,,,,0.15,,,,0.29,,,,0.73,,,,0.9,,,,0.88,,,,0.47,,,,0.47,,,,0.4,,,,0.38,,,,0.33,,,,0.4,,,,0.44,,,,0.53,,,,0.94,,,,1.28,,,,0.99,,,,0.82,,,,0.87,,,,0.43,,,,0.37,12.58
342464719,67190110861,2025.03.13,,,,0.16,,,,0.13,,,,0.11,,,,0.09,,,,0.13,,,,0.27,,,,0.7,,,,0.73,,,,0.78,,,,0.53,,,,0.41,,,,0.35,,,,0.33,,,,0.34,,,,0.44,,,,0.41,,,,0.62,,,,0.84,,,,1.13,,,,1.06,,,,1.0,,,,0.77,,,,0.44,,,,0.33,12.1
342464719,67190110861,2025.03.14,,,,0.15,,,,0.13,,,,0.12,,,,0.11,,,,0.14,,,,0.3,,,,0.72,,,,0.91,,,,0.8,,,,0.55,,,,0.49,,,,0.39,,,,0.39,,,,0.43,,,,0.39,,,,0.38,,,,0.66,,,,0.8,,,,1.27,,,,1.19,,,,1.14,,,,0.7,,,,0.53,,,,0.3,12.99
342464719,67190110861,2025.03.15,,,,0.16,,,,0.12,,,,0.12,,,,0.11,,,,0.12,,,,0.3,,,,0.69,,,,0.9,,,,0.88,,,,0.5,,,,0.51,,,,0.47,,,,0.38,,,,0.36,,,,0.41,,,,0.44,,,,0.62,,,,0.93,,,,1.31,,,,1.09,,,,0.88,,,,0.87,,,,0.49,,,,0.34,13.0
342464719,67190110861,2025.03.16,,,,0.16,,,,0.18,,,,0.11,,,,0.1,,,,0.13,,,,0.33,,,,0.84,,,,0.83,,,,0.88,,,,0.54,,,,0.48,,,,0.49,,,,0.4,,,,0.4,,,,0.5,,,,0.5,,,,0.74,,,,1.09,,,,1.09,,,,1.2,,,,0.99,,,,0.97,,,,0.54,,,,0.32,13.81
342464719,67190110861,2025.03.17,,,,0.18,,,,0.14,,,,0.11,,,,0.13,,,,0.16,,,,0.27,,,,0.78,,,,0.93,,,,0.76,,,,0.45,,,,0.49,,,,0.49,,,,0.41,,,,0.44,,,,0.39,,,,0.5,,,,0.55,,,,0.89,,,,1.33,,,,1.37,,,,0.99,,,,0.8,,,,0.56,,,,0.37,13.49
342464719,67190110861,2025.03.18,,,,0.17,,,,0.15,,,,0.12,,,,0.12,,,,0.12,,,,0.29,,,,0.65,,,,0.8,,,,0.9,,,,0.55,,,,0.38,,,,0.36,,,,0.37,,,,0.36,,,,0.42,,,,0.5,,,,0.71,,,,0.92,,,,1.33,,,,1.09,,,,0.89,,,,0.82,,,,0.49,,,,0.33,12.84
342464719,67190110861,2025.03.19,,,,0.15,,,,0.13,,,,0.11,,,,0.12,,,,0.13,,,,0.31,,,,0.76,,,,0.79,,,,0.78,,,,0.55,,,,0.43,,,,0.48,,,,0.39,,,,0.35,,,,0.46,,,,0.49,,,,0.65,,,,0.94,,,,1.33,,,,1.18,,,,1.06,,,,0.83,,,,0.52,,,,0.34,13.28
342464719,67190110861,2025.03.20,,,,0.15,,,,0.14,,,,0.1,,,,0.11,,,,0.13,,,,0.25,,,,0.74,,,,0.8,,,,0.84,,,,0.42,,,,0.37,,,,0.37,,,,0.45,,,,0.34,,,,0.45,,,,0.42,,,,0.56,,,,0.77,,,,1.05,,,,1.19,,,,1.12,,,,0.82,,,,0.47,,,,0.28,12.34
342464719,67190110861,2025.03.21,,,,0.17,,,,0.16,,,,0.11,,,,0.11,,,,0.12,,,,0.26,,,,0.68,,,,0.72,,,,0.88,,,,0.44,,,,0.48,,,,0.36,,,,0.45,,,,0.36,,,,0.46,,,,0.49,,,,0.66,,,,0.98,,,,1.25,,,,1.09,,,,0.87,,,,0.81,,,,0.45,,,,0.35,12.71
342464719,67190110861,2025.03.22,,,,0.15,,,,0.14,,,,0.12,,,,0.11,,,,0.14,,,,0.25,,,,0.69,,,,0.79,,,,0.91,,,,0.51,,,,0.48,,,,0.36,,,,0.39,,,,0.36,,,,0.37,,,,0.41,,,,0.6,,,,0.83,,,,1.23,,,,1.15,,,,1.04,,,,0.83,,,,0.5,,,,0.33,12.69
342464719,67190110861,2025.03.23,,,,0.16,,,,0.15,,,,0.11,,,,0.11,,,,0.15,,,,0.33,,,,0.7,,,,0.81,,,,0.95,,,,0.52,,,,0.42,,,,0.37,,,,0.37,,,,0.45,,,,0.41,,,,0.47,,,,0.6,,,,1.0,,,,1.4,,,,1.28,,,,1.0,,,,0.7,,,,0.54,,,,0.36,13.36
342464719,67190110861,2025.03.24,,,,0.18,,,,0.15,,,,0.11,,,,0.12,,,,0.14,,,,0.34,,,,0.68,,,,0.97,,,,0.71,,,,0.52,,,,0.5,,,,0.4,,,,0.48,,,,0.42,,,,0.46,,,,0.42,,,,0.61,,,,0.93,,,,1.23,,,,1.29,,,,0.98,,,,0.74,,,,0.5,,,,0.28,13.16
342464719,67190110861,2025.03.25,,,,0.15,,,,0.15,,,,0.14,,,,0.1,,,,0.15,,,,0.3,,,,0.74,,,,0.89,,,,0.86,,,,0.45,,,,0.4,,,,0.34,,,,0.43,,,,0.36,,,,0.44,,,,0.41,,,,0.65,,,,0.82,,,,1.04,,,,1.03,,,,0.99,,,,0.77,,,,0.56,,,,0.27,12.44
342464719,67190110861,2025.03.26,,,,0.16,,,,0.15,,,,0.1,,,,0.13,,,,0.16,,,,0.26,,,,0.64,,,,0.81,,,,0.84,,,,0.52,,,,0.47,,,,0.43,,,,0.37,,,,0.4,,,,0.45,,,,0.46,,,,0.67,,,,1.01,,,,1.08,,,,1.02,,,,0.97,,,,0.72,,,,0.57,,,,0.28,12.67
342464719,67190110861,2025.03.27,,,,0.19,,,,0.14,,,,0.1,,,,0.12,,,,0.15,,,,0.3,,,,0.65,,,,0.73,,,,0.82,,,,0.45,,,,0.44,,,,0.48,,,,0.39,,,,0.43,,,,0.41,,,,0.45,,,,0.63,,,,0.89,,,,1.3,,,,1.0,,,,0.88,,,,0.89,,,,0.55,,,,0.34,12.73
342464719,67190110861,2025.03.28,,,,0.18,,,,0.12,,,,0.12,,,,0.1,,,,0.13,,,,0.32,,,,0.64,,,,0.85,,,,0.89,,,,0.41,,,,0.48,,,,0.43,,,,0.47,,,,0.39,,,,0.36,,,,0.46,,,,0.49,,,,1.0,,,,0.98,,,,1.18,,,,0.95,,,,0.76,,,,0.44,,,,0.33,12.48
342464719,67190110861,2025.03.29,,,,0.17,,,,0.13,,,,0.13,,,,0.1,,,,0.13,,,,0.31,,,,0.61,,,,0.95,,,,0.76,,,,0.42,,,,0.42,,,,0.42,,,,0.4,,,,0.41,,,,0.37,,,,0.41,,,,0.62,,,,0.79,,,,1.3,,,,0.99,,,,1.07,,,,0.77,,,,0.53,,,,0.3,12.51
342464719,67190110861,2025.03.30,,,,0.15,,,,0.13,,,,0.11,,,,0.1,,,,0.14,,,,0.31,,,,0.76,,,,0.92,,,,0.86,,,,0.49,,,,0.47,,,,0.42,,,,0.48,,,,0.38,,,,0.38,,,,0.46,,,,0.56,,,,0.99,,,,1.34,,,,0.99,,,,0.94,,,,0.87,,,,0.58,,,,0.29,13.12
342464719,67190110861,2025.03.31,,,,0.19,,,,0.15,,,,0.12,,,,0.1,,,,0.15,,,,0.27,,,,0.79,,,,0.81,,,,0.88,,,,0.56,,,,0.49,,,,0.42,,,,0.4,,,,0.45,,,,0.44,,,,0.43,,,,0.69,,,,0.86,,,,1.08,,,,1.0,,,,1.16,,,,0.88,,,,0.54,,,,0.31,13.17
342464719,67190110861,2025.04.01,,,,0.16,,,,0.15,,,,0.1,,,,0.12,,,,0.12,,,,0.35,,,,0.6,,,,0.91,,,,0.72,,,,0.44,,,,0.48,,,,0.46,,,,0.39,,,,0.41,,,,0.42,,,,0.51,,,,0.54,,,,0.93,,,,1.23,,,,1.0,,,,1.04,,,,0.74,,,,0.49,,,,0.32,12.63
342464719,67190110861,2025.04.02,,,,0.17,,,,0.13,,,,0.11,,,,0.12,,,,0.13,,,,0.31,,,,0.75,,,,0.83,,,,0.87,,,,0.52,,,,0.43,,,,0.41,,,,0.42,,,,0.42,,,,0.46,,,,0.43,,,,0.55,,,,0.82,,,,0.98,,,,0.9,,,,1.09,,,,0.88,,,,0.57,,,,0.32,12.62
342464719,67190110861,2025.04.03,,,,0.18,,,,0.14,,,,0.13,,,,0.1,,,,0.15,,,,0.31,,,,0.63,,,,0.83,,,,0.82,,,,0.45,,,,0.46,,,,0.4,,,,0.36,,,,0.4,,,,0.44,,,,0.49,,,,0.66,,,,0.85,,,,1.25,,,,1.12,,,,1.14,,,,0.76,,,,0.57,,,,0.36,13.0
342464719,67190110861,2025.04.04,,,,0.17,,,,0.16,,,,0.11,,,,0.12,,,,0.14,,,,0.25,,,,0.78,,,,0.8,,,,0.78,,,,0.51,,,,0.41,,,,0.41,,,,0.44,,,,0.32,,,,0.38,,,,0.39,,,,0.56,,,,0.98,,,,1.29,,,,1.28,,,,1.0,,,,0.75,,,,0.56,,,,0.33,12.92
342464719,67190110861,2025.04.05,,,,0.18,,,,0.15,,,,0.13,,,,0.11,,,,0.13,,,,0.31,,,,0.61,,,,0.85,,,,0.77,,,,0.45,,,,0.38,,,,0.37,,,,0.41,,,,0.41,,,,0.46,,,,0.46,,,,0.6,,,,1.04,,,,1.03,,,,1.16,,,,1.1,,,,0.73,,,,0.6,,,,0.34,12.78
342464719,67190110861,2025.04.06,,,,0.15,,,,0.14,,,,0.11,,,,0.11,,,,0.14,,,,0.33,,,,0.68,,,,1.0,,,,0.77,,,,0.47,,,,0.45,,,,0.43,,,,0.4,,,,0.37,,,,0.39,,,,0.51,,,,0.72,,,,0.86,,,,1.23,,,,1.19,,,,1.08,,,,0.8,,,,0.65,,,,0.34,13.32
342464719,67190110861,2025.04.07,,,,0.17,,,,0.15,,,,0.15,,,,0.12,,,,0.12,,,,0.3,,,,0.72,,,,0.82,,,,0.83,,,,0.56,,,,0.48,,,,0.49,,,,0.37,,,,0.45,,,,0.47,,,,0.42,,,,0.65,,,,0.83,,,,1.33,,,,1.16,,,,0.98,,,,0.86,,,,0.56,,,,0.3,13.29
342464719,67190110861,2025.04.08,,,,0.14,,,,0.14,,,,0.12,,,,0.11,,,,0.16,,,,0.3,,,,0.71,,,,0.79,,,,0.86,,,,0.47,,,,0.44,,,,0.43,,,,0.33,,,,0.41,,,,0.43,,,,0.42,,,,0.59,,,,1.07,,,,1.28,,,,1.05,,,,0.93,,,,0.84,,,,0.54,,,,0.29,12.85
342464719,67190110861,2025.04.09,,,,0.16,,,,0.15,,,,0.12,,,,0.11,,,,0.15,,,,0.33,,,,0.62,,,,0.88,,,,0.69,,,,0.53,,,,0.45,,,,0.37,,,,0.46,,,,0.44,,,,0.35,,,,0.47,,,,0.55,,,,0.84,,,,1.28,,,,1.0,,,,1.16,,,,0.72,,,,0.54,,,,0.33,12.7
342464719,67190110861,2025.04.10,,,,0.15,,,,0.13,,,,0.13,,,,0.12,,,,0.13,,,,0.3,,,,0.58,,,,0.79,,,,0.77,,,,0.44,,,,0.48,,,,0.42,,,,0.46,,,,0.42,,,,0.48,,,,0.43,,,,0.64,,,,1.03,,,,1.2,,,,0.95,,,,1.04,,,,0.89,,,,0.6,,,,0.33,12.91
342464719,67190110861,2025.04.11,,,,0.18,,,,0.16,,,,0.1,,,,0.11,,,,0.12,,,,0.3,,,,0.69,,,,0.75,,,,0.75,,,,0.53,,,,0.39,,,,0.37,,,,0.43,,,,0.35,,,,0.41,,,,0.5,,,,0.55,,,,0.92,,,,1.25,,,,1.14,,,,1.1,,,,0.96,,,,0.56,,,,0.28,12.9
342464719,67190110861,2025.04.12,,,,0.14,,,,0.13,,,,0.1,,,,0.11,,,,0.14,,,,0.25,,,,0.74,,,,0.76,,,,0.75,,,,0.53,,,,0.43,,,,0.41,,,,0.36,,,,0.36,,,,0.48,,,,0.51,,,,0.56,,,,0.91,,,,1.24,,,,1.3,,,,0.95,,,,0.84,,,,0.6,,,,0.32,12.92
342464719,67190110861,2025.04.13,,,,0.16,,,,0.15,,,,0.11,,,,0.11,,,,0.14,,,,0.34,,,,0.69,,,,0.83,,,,0.74,,,,0.56,,,,0.43,,,,0.41,,,,0.37,,,,0.45,,,,0.42,,,,0.46,,,,0.58,,,,1.03,,,,1.21,,,,1.19,,,,1.13,,,,0.94,,,,0.53,,,,0.37,13.35
342464719,67190110861,2025.04.14,,,,0.15,,,,0.14,,,,0.14,,,,0.11,,,,0.12,,,,0.29,,,,0.7,,,,0.84,,,,0.88,,,,0.59,,,,0.49,,,,0.38,,,,0.48,,,,0.37,,,,0.39,,,,0.43,,,,0.62,,,,0.85,,,,1.13,,,,1.04,,,,0.97,,,,0.87,,,,0.63,,,,0.32,12.93
342464719,67190110861,2025.04.15,,,,0.16,,,,0.13,,,,0.13,,,,0.09,,,,0.15,,,,0.24,,,,0.75,,,,0.84,,,,0.77,,,,0.53,,,,0.45,,,,0.38,,,,0.41,,,,0.39,,,,0.36,,,,0.39,,,,0.6,,,,0.8,,,,1.2,,,,1.01,,,,0.92,,,,0.73,,,,0.52,,,,0.26,12.21
342464719,67190110861,2025.04.16,,,,0.13,,,,0.12,,,,0.13,,,,0.09,,,,0.15,,,,0.25,,,,0.6,,,,0.87,,,,0.8,,,,0.57,,,,0.52,,,,0.44,,,,0.42,,,,0.39,,,,0.4,,,,0.47,,,,0.59,,,,0.9,,,,1.05,,,,0.94,,,,1.08,,,,0.79,,,,0.52,,,,0.26,12.48
342464719,67190110861,2025.04.17,,,,0.17,,,,0.12,,,,0.13,,,,0.1,,,,0.15,,,,0.31,,,,0.59,,,,0.84,,,,0.72,,,,0.46,,,,0.49,,,,0.4,,,,0.37,,,,0.36,,,,0.4,,,,0.5,,,,0.55,,,,1.02,,,,1.39,,,,0.98,,,,0.91,,,,0.94,,,,0.5,,,,0.27,12.67
342464719,67190110861,2025.04.18,,,,0.17,,,,0.14,,,,0.14,,,,0.1,,,,0.12,,,,0.35,,,,0.73,,,,0.84,,,,0.88,,,,0.49,,,,0.48,,,,0.43,,,,0.36,,,,0.43,,,,0.38,,,,0.52,,,,0.55,,,,1.01,,,,1.28,,,,1.01,,,,1.05,,,,0.75,,,,0.6,,,,0.3,13.11
342464719,67190110861,2025.04.19,,,,0.19,,,,0.13,,,,0.1,,,,0.1,,,,0.12,,,,0.31,,,,0.74,,,,0.81,,,,0.78,,,,0.53,,,,0.38,,,,0.46,,,,0.44,,,,0.37,,,,0.34,,,,0.4,,,,0.61,,,,0.93,,,,1.19,,,,0.98,,,,1.05,,,,0.86,,,,0.5,,,,0.3,12.62
342464719,67190110861,2025.04.20,,,,0.16,,,,0.14,,,,0.14,,,,0.11,,,,0.16,,,,0.3,,,,0.67,,,,0.86,,,,0.83,,,,0.49,,,,0.43,,,,0.43,,,,0.37,,,,0.37,,,,0.42,,,,0.42,,,,0.69,,,,0.89,,,,1.37,,,,1.21,,,,1.13,,,,0.76,,,,0.66,,,,0.34,13.35
342464719,67190110861,2025.04.21,,,,0.19,,,,0.14,,,,0.12,,,,0.12,,,,0.12,,,,0.3,,,,0.68,,,,0.87,,,,0.99,,,,0.52,,,,0.5,,,,0.45,,,,0.44,,,,0.48,,,,0.5,,,,0.49,,,,0.55,,,,0.92,,,,1.13,,,,1.15,,,,1.02,,,,0.98,,,,0.62,,,,0.3,13.58
342464719,67190110861,2025.04.22,,,,0.14,,,,0.14,,,,0.11,,,,0.1,,,,0.12,,,,0.27,,,,0.79,,,,0.74,,,,0.75,,,,0.46,,,,0.48,,,,0.45,,,,0.36,,,,0.33,,,,0.46,,,,0.41,,,,0.61,,,,0.78,,,,1.04,,,,1.2,,,,0.93,,,,0.9,,,,0.46,,,,0.26,12.29
342464719,67190110861,2025.04.23,,,,0.21,,,,0.14,,,,0.12,,,,0.1,,,,0.13,,,,0.31,,,,0.66,,,,0.91,,,,0.84,,,,0.49,,,,0.47,,,,0.4,,,,0.35,,,,0.38,,,,0.41,,,,0.4,,,,0.63,,,,0.95,,,,1.33,,,,1.0,,,,0.98,,,,0.86,,,,0.52,,,,0.32,12.91
342464719,67190110861,2025.04.24,,,,0.14,,,,0.14,,,,0.11,,,,0.12,,,,0.13,,,,0.33,,,,0.7,,,,0.77,,,,0.83,,,,0.52,,,,0.48,,,,0.36,,,,0.39,,,,0.37,,,,0.35,,,,0.45,,,,0.64,,,,0.87,,,,1.28,,,,1.14,,,,0.96,,,,0.71,,,,0.57,,,,0.33,12.69
342464719,67190110861,2025.04.25,,,,0.18,,,,0.12,,,,0.11,,,,0.09,,,,0.14,,,,0.32,,,,0.59,,,,0.91,,,,0.82,,,,0.54,,,,0.52,,,,0.37,,,,0.46,,,,0.35,,,,0.39,,,,0.48,,,,0.67,,,,0.89,,,,1.18,,,,1.16,,,,1.13,,,,0.71,,,,0.56,,,,0.3,12.99
342464719,67190110861,2025.04.26,,,,0.16,,,,0.14,,,,0.12,,,,0.12,,,,0.14,,,,0.32,,,,0.57,,,,0.9,,,,0.86,,,,0.52,,,,0.46,,,,0.41,,,,0.45,,,,0.42,,,,0.37,,,,0.53,,,,0.59,,,,0.85,,,,1.37,,,,1.1,,,,1.09,,,,0.76,,,,0.44,,,,0.32,13.01
342464719,67190110861,2025.04.27,,,,0.14,,,,0.17,,,,0.1,,,,0.11,,,,0.11,,,,0.29,,,,0.81,,,,0.8,,,,0.78,,,,0.58,,,,0.49,,,,0.45,,,,0.38,,,,0.38,,,,0.52,,,,0.49,,,,0.64,,,,0.99,,,,1.16,,,,1.02,,,,1.18,,,,0.92,,,,0.54,,,,0.38,13.43
342464719,67190110861,2025.04.28,,,,0.17,,,,0.14,,,,0.15,,,,0.12,,,,0.14,,,,0.26,,,,0.68,,,,0.87,,,,0.78,,,,0.55,,,,0.49,,,,0.46,,,,0.4,,,,0.44,,,,0.41,,,,0.44,,,,0.53,,,,0.96,,,,1.41,,,,1.06,,,,0.98,,,,0.94,,,,0.47,,,,0.36,13.21
342464719,67190110861,2025.04.29,,,,0.16,,,,0.12,,,,0.12,,,,0.1,,,,0.14,,,,0.28,,,,0.58,,,,0.72,,,,0.69,,,,0.43,,,,0.47,,,,0.41,,,,0.4,,,,0.36,,,,0.45,,,,0.48,,,,0.59,,,,1.01,,,,1.14,,,,1.0,,,,1.01,,,,0.89,,,,0.52,,,,0.31,12.38
342464719,67190110861,2025.04.30,,,,0.18,,,,0.15,,,,0.11,,,,0.11,,,,0.13,,,,0.26,,,,0.65,,,,0.78,,,,0.65,,,,0.57,,,,0.42,,,,0.42,,,,0.37,,,,0.37,,,,0.45,,,,0.45,,,,0.66,,,,1.06,,,,1.11,,,,1.07,,,,1.14,,,,0.97,,,,0.53,,,,0.35,12.96
342464719,67190110861,2025.05.01,,,,0.18,,,,0.13,,,,0.12,,,,0.12,,,,0.14,,,,0.25,,,,0.64,,,,0.77,,,,0.72,,,,0.56,,,,0.39,,,,0.38,,,,0.39,,,,0.39,,,,0.43,,,,0.4,,,,0.55,,,,0.81,,,,1.14,,,,1.03,,,,1.13,,,,0.78,,,,0.44,,,,0.31,12.2
342464719,67190110861,2025.05.02,,,,0.15,,,,0.15,,,,0.11,,,,0.11,,,,0.15,,,,0.33,,,,0.64,,,,0.81,,,,0.77,,,,0.57,,,,0.51,,,,0.35,,,,0.34,,,,0.39,,,,0.37,,,,0.41,,,,0.52,,,,0.95,,,,1.38,,,,1.23,,,,0.94,,,,0.83,,,,0.6,,,,0.27,12.88
342464719,67190110861,2025.05.03,,,,0.19,,,,0.13,,,,0.1,,,,0.1,,,,0.12,,,,0.31,,,,0.65,,,,0.77,,,,0.68,,,,0.58,,,,0.43,,,,0.43,,,,0.4,,,,0.37,,,,0.38,,,,0.46,,,,0.51,,,,0.8,,,,1.22,,,,1.0,,,,0.94,,,,0.84,,,,0.51,,,,0.32,12.24
342464719,67190110861,2025.05.04,,,,0.18,,,,0.15,,,,0.13,,,,0.11,,,,0.13,,,,0.31,,,,0.63,,,,0.98,,,,0.87,,,,0.47,,,,0.4,,,,0.36,,,,0.4,,,,0.37,,,,0.45,,,,0.51,,,,0.71,,,,0.87,,,,1.18,,,,1.09,,,,1.18,,,,0.96,,,,0.63,,,,0.32,13.39
342464719,67190110861,2025.05.05,,,,0.19,,,,0.13,,,,0.14,,,,0.1,,,,0.14,,,,0.32,,,,0.67,,,,0.75,,,,0.69,,,,0.44,,,,0.4,,,,0.38,,,,0.39,,,,0.38,,,,0.47,,,,0.44,,,,0.58,,,,0.95,,,,1.41,,,,1.24,,,,0.99,,,,0.85,,,,0.55,,,,0.36,12.96
342464719,67190110861,2025.05.06,,,,0.19,,,,0.15,,,,0.12,,,,0.11,,,,0.13,,,,0.3,,,,0.74,,,,0.66,,,,0.93,,,,0.46,,,,0.45,,,,0.47,,,,0.38,,,,0.38,,,,0.37,,,,0.45,,,,0.54,,,,0.84,,,,1.14,,,,1.19,,,,1.2,,,,0.73,,,,0.57,,,,0.26,12.76
342464719,67190110861,2025.05.07,,,,0.14,,,,0.12,,,,0.13,,,,0.11,,,,0.13,,,,0.25,,,,0.63,,,,0.85,,,,0.78,,,,0.45,,,,0.48,,,,0.38,,,,0.46,,,,0.41,,,,0.42,,,,0.49,,,,0.66,,,,0.85,,,,1.06,,,,1.22,,,,0.92,,,,0.76,,,,0.53,,,,0.32,12.55
342464719,67190110861,2025.05.08,,,,0.18,,,,0.16,,,,0.12,,,,0.09,,,,0.14,,,,0.31,,,,0.61,,,,0.74,,,,0.66,,,,0.5,,,,0.46,,,,0.42,,,,0.45,,,,0.33,,,,0.45,,,,0.49,,,,0.52,,,,1.05,,,,1.17,,,,1.22,,,,1.13,,,,0.87,,,,0.52,,,,0.29,12.88
